age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b,pisced11,isced11
46,44,"Part-time activity","Full time activity","Female","Male","Different sex",26.75,"21+","Cohabiting","2","10 - Completely satisfied","8",27,23,"21-50x","11-20x","11-20x","21-50x","21-50x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. younger partner",25,25,"1 - Not at all","1 - Not at all","6","8",10,14,11,9,9,5,4,12,13,5,4,8,10,2,13,14,11,8,4,"West Germany","West Germany","Rural area","Rural area","Married",15,"6-13",3,3
28,29,,"Full time activity","Male","Female","Different sex",5.5,"3-5","Cohabiting","0","9","9",20,24,"11-20x","6-10x","6-10x","21-50x","6-10x","11-20x","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","21 to 50 times","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","Same age",23,24,"1 - Not at all","1 - Not at all","7","7",8,11,8,12,8,4,6,13,9,4,4,20,7,7,9,11,12,11,11,"West Germany","West Germany","City","City","Not married",15,,7,7
50,42,"Full time activity","Part-time activity","Male","Female","Different sex",4.416667,"3-5","Cohabiting","3+","10 - Completely satisfied","9",28,27,"> 50x","> 50x","> 50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6-10y. younger partner",22,26,"1 - Not at all","1 - Not at all","8","9",13,6,8,9,14,6,3,8,15,3,3,17,6,8,13,8,12,13,5,"West Germany","West Germany","Rural area","Rural area","Married",15,"0-1",,6
30,32,"Full time activity","Full time activity","Female","Male","Different sex",9.833333,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",21,19,"6-10x","1-5x","1-5x","21-50x","21-50x","21-50x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",25,21,"1 - Not at all","1 - Not at all","9","10 - Completely satisfied",13,10,12,11,5,3,3,14,13,5,5,13,7,8,12,10,13,11,5,"West Germany","West Germany","Rural area","Rural area","Married",17,,3,6
32,32,"Full time activity","Full time activity","Female","Male","Different sex",1.916667,"0-2","Cohabiting","1","9","8",25,22,"> 50x","21-50x","11-20x","11-20x","21-50x","11-20x","More than 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","Same age",16,23,"5 - Absolutely","2","6","7",11,9,6,15,13,8,6,8,13,3,4,25,0,0,12,6,7,11,7,"West Germany","West Germany","City","City","Married",18,"0-1",4,4
20,21,"Full time activity","Full time activity","Male","Female","Different sex",.75,"0-2","Separate households","0","7","7",23,,"6-10x","11-20x","1-5x","1-5x","> 50x","6-10x","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","21 to 50 times","Same age",25,,"2","4","9","9",15,14,13,14,6,6,6,12,15,4,4,16,3,0,10,13,15,10,7,"West Germany","East Germany","Town or suburb","City","Not married",17,,0,3
28,32,"Full time activity","Full time activity","Male","Female","Different sex",1.583333,"0-2","Separate households","0","10 - Completely satisfied","9",28,28,"> 50x","21-50x","21-50x","21-50x","21-50x","21-50x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",29,28,"2","1 - Not at all","9","7",9,10,11,9,7,3,4,14,13,4,5,12,0,3,12,10,9,10,6,"West Germany",,"City",,"Not married",13,,,7
35,34,"Full time activity","Home","Male","Female","Different sex",4.75,"3-5","Cohabiting","1","3","4",14,18,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","Same age",17,20,"2","3","3","4",8,8,10,11,9,6,8,10,6,3,3,26,2,0,6,8,9,6,11,"West Germany","West Germany","City","City","Married",21,"0-1",4,3
44,46,"Part-time activity","Full time activity","Female","Male","Different sex",24.91667,"21+","Cohabiting","2","4","6",18,18,"6-10x","6-10x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","2-5y. older partner",22,18,"2","3","4","8",7,12,14,11,9,7,5,,9,2,4,17,10,6,7,9,12,9,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",16,"14-17",3,3
33,37,"Full time activity","Part-time activity","Male","Female","Different sex",13.25,"11-20","Cohabiting","2","5","9",16,22,"11-20x","1-5x","11-20x","11-20x","1-5x","1-5x","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","2-5y. older partner",24,21,"1 - Not at all","1 - Not at all","5","9",11,11,14,8,5,3,3,13,10,4,3,13,0,5,10,12,14,9,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",13,"2-5",6,6
33,35,"Home","Full time activity","Female","Male","Different sex",5.75,"3-5","Cohabiting","1","9","8",18,17,"1-5x","6-10x","6-10x","1-5x","1-5x","1-5x","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","2-5y. older partner",24,20,"5 - Absolutely","3","8","8",8,8,13,8,11,9,6,7,12,4,4,24,10,10,9,10,11,9,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",20,"0-1",6,6
34,31,"Home","Full time activity","Female","Male","Different sex",2.916667,"0-2","Cohabiting","2","9","10 - Completely satisfied",25,25,"11-20x","1-5x","1-5x","> 50x","> 50x","21-50x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","2-5y. younger partner",25,28,"2","1 - Not at all","4","9",8,13,12,9,11,6,3,8,15,2,4,9,5,5,13,10,13,9,3,"West Germany","West Germany","Rural area","Rural area","Married",14,"0-1",6,6
34,46,"Part-time activity","Full time activity","Female","Male","Different sex",8.75,"6-10","Cohabiting","1","9","8",24,21,"21-50x","21-50x","21-50x","1-5x","6-10x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","> 10y. older partner",24,19,"3","1 - Not at all","8","8",8,11,12,7,6,3,3,13,14,4,5,16,5,8,11,12,12,10,5,"West Germany","West Germany","Rural area","Rural area","Married",22,"2-5",3,6
32,28,"Full time activity","Full time activity","Male","Female","Different sex",6.25,"6-10","Cohabiting","0","7","6",23,23,"21-50x","21-50x","11-20x","6-10x","6-10x","6-10x","21 to 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","2-5y. younger partner",26,29,"2","4","7","5",7,11,9,9,5,5,7,11,9,3,4,15,0,2,7,12,10,10,12,"West Germany","East Germany","City","City","Not married",14,,7,7
36,49,"Part-time activity","Full time activity","Female","Male","Different sex",16.08333,"11-20","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",23,21,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","> 10y. older partner",18,18,"1 - Not at all","1 - Not at all","9","7",12,8,12,11,7,5,4,14,15,4,5,9,10,2,15,9,11,15,8,"West Germany","West Germany","Rural area","Rural area","Married",10,"6-13",8,4
33,37,"Full time activity","Full time activity","Female","Male","Different sex",2,"0-2","Cohabiting","0","9","7",28,21,"> 50x","> 50x","21-50x","21-50x","11-20x","1-5x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","2-5y. older partner",28,26,"2","2","9","8",13,12,13,12,5,4,4,13,12,5,4,11,10,0,11,10,8,12,9,"West Germany","East Germany","City","City","Not married",13,,6,7
30,29,"Full time activity","Full time activity","Male","Female","Different sex",.5833333,"0-2","Separate households","0","8","9",24,,"> 50x","> 50x","> 50x","> 50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","No answer","No answer","No answer","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","Same age",28,,"3","2","5","7",9,11,14,11,9,7,6,13,13,4,3,11,5,4,8,10,10,12,7,"West Germany","West Germany","Rural area","City","Not married",11,,,6
37,34,"Full time activity","Home","Male","Female","Different sex",13.41667,"11-20","Cohabiting","2","9","9",20,23,"21-50x","1-5x","1-5x","> 50x","6-10x","6-10x","21 to 50 times","1 to 5 times","1 to 5 times","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times","6 to 10 times","2-5y. younger partner",23,25,"1 - Not at all","1 - Not at all","8","8",6,13,10,10,5,3,3,13,13,5,4,19,0,0,9,11,14,8,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",15,"0-1",6,4
48,28,"Full time activity","Full time activity","Male","Female","Different sex",3.25,"3-5","Cohabiting","0","9","9",25,25,"> 50x","11-20x","0x","21-50x","21-50x","21-50x","More than 50 times","11 to 20 times","Not at all","More than 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","> 10y. younger partner",26,28,"1 - Not at all","2","8","8",12,15,10,12,4,3,5,13,14,3,5,7,10,6,9,12,15,11,9,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",18,,7,7
24,24,"Full time activity","Full time activity","Male","Female","Different sex",6.083333,"6-10","Cohabiting","0","10 - Completely satisfied","8",24,25,"21-50x","11-20x","11-20x","11-20x","6-10x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","Same age",23,22,"1 - Not at all","2","9","7",11,13,12,14,7,5,8,14,8,5,4,14,8,1,5,12,7,9,8,"West Germany","West Germany","Town or suburb","City","Not married",15,,,3
32,34,"Part-time activity","Full time activity","Female","Male","Different sex",4.666667,"3-5","Cohabiting","1","9","10 - Completely satisfied",22,24,"11-20x","11-20x","11-20x","21-50x","21-50x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","2-5y. older partner",21,26,"2","1 - Not at all","8","8",6,12,10,9,8,5,3,9,15,5,5,9,0,0,10,11,12,10,7,"West Germany","East Germany","City","City","Married",13,"0-1",,6
47,42,"Part-time activity","Part-time activity","Male","Female","Different sex",24.91667,"21+","Cohabiting","3+","7","7",17,14,"1-5x","1-5x","1-5x","6-10x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","2-5y. younger partner",20,23,"1 - Not at all","1 - Not at all","7","7",8,10,11,6,7,3,7,9,12,4,3,14,3,0,10,10,13,10,10,"East Germany","East Germany","Town or suburb","Town or suburb","Married",9,"6-13",6,6
27,27,"Full time activity","Full time activity","Female","Male","Different sex",6.833333,"6-10","Cohabiting","0","8","8",22,23,"11-20x","21-50x","11-20x","1-5x","1-5x","1-5x","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","Same age",19,26,"4","2","7","8",8,7,9,8,10,6,4,12,13,3,4,13,0,0,8,13,9,6,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",18,,6,4
37,45,"Home","Full time activity","Female","Male","Different sex",12.66667,"11-20","Cohabiting","3+","10 - Completely satisfied","10 - Completely satisfied",26,,"11-20x","11-20x","6-10x","11-20x","11-20x","11-20x","11 to 20 times","11 to 20 times","6 to 10 times","More than 50 times","More than 50 times","More than 50 times","11 to 20 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","6-10y. older partner",27,,"1 - Not at all","1 - Not at all","9","9",11,14,12,11,8,6,4,10,14,4,3,18,9,1,8,12,15,10,6,"West Germany",,"Town or suburb",,"Married",22,"0-1",7,6
41,33,"Full time activity","Part-time activity","Male","Female","Different sex",9.916667,"6-10","Cohabiting","3+","9","8",16,20,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","6-10y. younger partner",25,19,"1 - Not at all","1 - Not at all","9","7",10,10,12,8,5,3,5,13,10,5,3,14,0,3,8,11,13,10,10,"East Germany","East Germany","Rural area","Rural area","Married",9,"0-1",3,6
48,40,"Full time activity","Full time activity","Male","Female","Different sex",23.33333,"21+","Cohabiting","0","8","8",19,22,"11-20x","> 50x","6-10x","1-5x","6-10x","6-10x","11 to 20 times","More than 50 times","6 to 10 times","21 to 50 times","More than 50 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6-10y. younger partner",22,24,"1 - Not at all","2","7","8",7,7,15,6,9,4,4,8,12,3,5,10,3,0,9,10,10,5,6,"West Germany","West Germany","City","City","Married",7,,4,4
38,53,"Full time activity","Full time activity","Female","Male","Different sex",8.083333,"6-10","Cohabiting","0","9","9",23,,"21-50x","11-20x","21-50x","21-50x","11-20x","> 50x","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","> 10y. older partner",24,,"2","2","8","6",10,13,7,10,6,6,5,13,13,5,3,10,1,0,13,12,10,8,6,"West Germany","West Germany","Rural area","Town or suburb","Married",12,,7,7
26,27,"Full time activity","Full time activity","Female","Male","Different sex",2.916667,"0-2","Cohabiting","0","9","9",24,23,"21-50x","11-20x","> 50x","21-50x","0x","> 50x","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","Not at all","More than 50 times","More than 50 times","Not at all","More than 50 times","Same age",27,24,"2","2","6","8",10,13,12,12,10,12,5,8,12,3,3,16,2,0,6,11,8,8,7,"West Germany","East Germany","City","Town or suburb","Not married",17,,4,7
29,26,"Full time activity","Full time activity","Female","Male","Different sex",4.916667,"3-5","Cohabiting","0","10 - Completely satisfied","6",10,,"11-20x","11-20x","11-20x","6-10x","0x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","Not at all","Not at all","11 to 20 times","6 to 10 times","Not at all","1 to 5 times","6 to 10 times","Not at all","1 to 5 times","2-5y. younger partner",17,,"2","2","10 - Completely satisfied","7",11,10,12,,9,8,4,9,11,3,4,14,0,1,10,10,11,12,7,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",16,,4,3
47,61,"Full time activity","Full time activity","Female","Male","Different sex",18.5,"11-20","Cohabiting","1","9","7",22,20,"21-50x","21-50x","21-50x","6-10x","1-5x","1-5x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","> 10y. older partner",24,19,"1 - Not at all","1 - Not at all","8","7",11,14,11,11,6,4,5,15,15,3,5,13,9,6,9,9,13,11,10,"East Germany","East Germany","City","City","Married",20,"6-13",,
44,45,"Full time activity","Full time activity","Female","Male","Different sex",14.58333,"11-20","Cohabiting","2","8","9",22,22,"11-20x","6-10x","6-10x","21-50x","11-20x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","Same age",21,24,"2","2","7","8",6,11,10,9,13,7,6,7,13,4,3,17,3,1,10,11,9,14,6,"West Germany","West Germany","City","City","Married",10,"6-13",8,6
34,31,"Part-time activity","Full time activity","Female","Male","Different sex",6.833333,"6-10","Cohabiting","2","8","10 - Completely satisfied",11,18,"6-10x","11-20x","6-10x","21-50x","21-50x","21-50x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",15,24,"3","1 - Not at all","7","7",10,10,11,9,7,4,6,12,12,3,4,11,6,0,12,10,10,6,9,"East Germany","East Germany","City","City","Not married",9,"2-5",3,4
