age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b
33,35,"Full time activity","Home","Male","Female","Different sex",9.166667,"6-10","Cohabiting","2","8","4",23,21,"11-20x","21-50x","11-20x","6-10x","1-5x","1-5x","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","2-5y. older partner",25,25,"1 - Not at all","5 - Absolutely","5","3",9,9,6,12,10,4,9,7,6,2,2,13,0,0,10,9,10,12,13,"East Germany","West Germany","Town or suburb","Town or suburb","Married",24,"2-5"
32,34,"Full time activity","Full time activity","Female","Male","Different sex",3.166667,"3-5","Cohabiting","0","10 - Completely satisfied","9",25,26,"> 50x","6-10x","11-20x","> 50x","> 50x","> 50x","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",28,26,"3","1 - Not at all","7","7",9,12,14,11,11,6,3,14,14,4,4,11,0,1,9,12,10,9,7,"West Germany","West Germany","City","City","Not married",16,
44,45,,"Full time activity","Male","Female","Different sex",19.25,"11-20","Cohabiting","3+","7","5",17,15,"1-5x","6-10x","1-5x","6-10x","1-5x","1-5x","1 to 5 times","6 to 10 times","1 to 5 times","No answer","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","Same age",22,18,"2","2","7","7",12,12,9,12,8,5,8,,6,4,4,16,0,1,9,11,9,9,11,"East Germany","East Germany","City","City","Married",14,"6-13"
46,74,"Full time activity","Home","Female","Male","Different sex",11.91667,"11-20","Cohabiting","0","9","9",23,20,"21-50x","21-50x","1-5x","21-50x","1-5x","6-10x","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","> 10y. older partner",23,20,"3","2","6","8",10,9,13,11,7,6,3,12,11,5,4,7,0,0,8,8,10,10,5,"West Germany","West Germany","City","City","Married",9,
48,32,"Home","Home","Male","Female","Different sex",8.083333,"6-10","Cohabiting","0","10 - Completely satisfied","9",26,28,"21-50x","> 50x","> 50x","6-10x","0x","1-5x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","6 to 10 times","Not at all","1 to 5 times","6 to 10 times","Not at all","1 to 5 times","> 10y. younger partner",27,28,"1 - Not at all","1 - Not at all","7","7",12,12,11,11,5,3,7,13,12,5,3,14,0,0,10,15,7,12,9,"West Germany","West Germany","City","City","Not married",10,
38,39,"Full time activity","Full time activity","Male","Male","Same sex",15.16667,"11-20","Cohabiting","0","9","9",24,21,"21-50x","1-5x","6-10x","21-50x","1-5x","6-10x","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","Same age",25,23,"2","2","7","6",4,9,8,12,11,5,7,6,13,4,4,20,7,8,8,12,11,14,6,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",18,
35,31,"Full time activity","Full time activity","Female","Male","Different sex",8.833333,"6-10","Cohabiting","0","10 - Completely satisfied","8",28,28,"21-50x","21-50x","21-50x","21-50x","11-20x","11-20x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","2-5y. younger partner",30,23,"3","2","7","8",10,9,10,15,13,9,4,9,11,3,5,10,0,0,8,14,11,15,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",11,
38,33,"Full time activity","Full time activity","Male","Female","Different sex",11.91667,"11-20","Cohabiting","0","9","10 - Completely satisfied",25,27,"21-50x","1-5x","1-5x","> 50x","> 50x","> 50x","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","1 to 5 times","1 to 5 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",29,29,"2","3","8","9",12,12,11,10,4,3,5,14,15,4,4,12,0,1,9,13,14,15,5,"West Germany","West Germany","City","City","Married",10,
32,31,"Full time activity","Full time activity","Female","Male","Different sex",.5,"0-2","Separate households","0","10 - Completely satisfied","10 - Completely satisfied",26,,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","Same age",21,,"2","1 - Not at all","8","8",8,11,10,6,6,4,4,12,13,4,4,9,0,7,11,12,12,11,6,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",15,
43,50,"Home","Full time activity","Female","Male","Different sex",18.33333,"11-20","Cohabiting","2","9","5",20,17,"11-20x","0x","0x","11-20x","0x","0x","11 to 20 times","Not at all","Not at all","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","6-10y. older partner",23,22,"3","4","0 - Not at all satisfied","0 - Not at all satisfied",5,10,7,5,10,8,9,8,7,3,2,26,1,1,5,10,8,11,12,"West Germany","West Germany","Town or suburb","Town or suburb","Married",26,"6-13"
30,28,"Full time activity","Full time activity","Male","Female","Different sex",.0833333,"0-2","Separate households","0","10 - Completely satisfied","9",,,"21-50x","21-50x","11-20x","21-50x","> 50x","21-50x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","2-5y. younger partner",,,"1 - Not at all","2","9","9",10,11,13,13,6,4,5,14,13,5,5,20,2,1,11,12,13,12,8,"West Germany","West Germany","City","City","Not married",8,
37,39,"Full time activity","Full time activity","Male","Female","Different sex",19.33333,"11-20","Cohabiting","2","8","9",22,23,"21-50x","11-20x","6-10x","11-20x","11-20x","11-20x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","2-5y. older partner",25,23,"1 - Not at all","1 - Not at all","8","10 - Completely satisfied",10,13,12,13,4,3,5,15,13,4,5,14,1,9,9,13,11,9,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",12,"6-13"
44,43,"Part-time activity","Full time activity","Female","Male","Different sex",16.41667,"11-20","Cohabiting","2","8","8",20,19,"6-10x","6-10x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","Same age",21,22,"1 - Not at all","2","6","8",13,11,9,14,6,4,4,12,13,4,4,8,0,0,11,9,13,10,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"2-5"
38,35,"Part-time activity","Full time activity","Female","Male","Different sex",19.33333,"11-20","Cohabiting","3+","7","8",20,20,"0x","1-5x","6-10x","1-5x","1-5x","1-5x","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","2-5y. younger partner",26,25,"2","4","7","5",6,13,11,8,5,4,8,9,8,4,3,13,3,0,9,12,9,9,13,"West Germany","West Germany","Rural area","Rural area","Married",17,"2-5"
30,36,"Full time activity","Full time activity","Female","Male","Different sex",,,"Cohabiting","0","8","10 - Completely satisfied",22,25,"21-50x","> 50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6-10y. older partner",20,27,"2","1 - Not at all","8","10 - Completely satisfied",8,12,9,8,9,6,3,10,14,4,5,12,2,3,8,12,14,9,7,"West Germany","West Germany","City","City","Not married",22,
25,23,"Full time activity","Full time activity","Male","Female","Different sex",4.5,"3-5","Cohabiting","0","9","9",21,20,"21-50x","21-50x","6-10x","21-50x","21-50x","11-20x","21 to 50 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. younger partner",22,24,"1 - Not at all","1 - Not at all","8","9",11,9,12,9,9,3,5,12,10,4,3,13,4,9,10,12,11,13,8,"East Germany","West Germany","Rural area","City","Not married",12,
31,30,"Home","Full time activity","Female","Male","Different sex",12.16667,"11-20","Cohabiting","1","8","8",22,,"21-50x","11-20x","6-10x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","Same age",18,,"2","2","7","7",11,10,11,12,9,5,5,11,12,3,5,12,0,1,10,11,12,9,6,"West Germany","West Germany","Rural area","Rural area","Married",14,"0-1"
43,45,"Part-time activity","Full time activity","Female","Male","Different sex",23.66667,"21+","Cohabiting","1","7","8",20,17,"11-20x","6-10x","6-10x","6-10x","6-10x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","2-5y. older partner",24,19,"2","2","7","7",12,12,11,14,9,5,3,12,13,4,3,11,0,0,7,11,9,10,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",14,"6-13"
29,27,"Full time activity","Full time activity","Male","Female","Different sex",6.75,"6-10","Cohabiting","0","8","8",21,24,"11-20x","1-5x","1-5x","21-50x","> 50x","21-50x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",20,26,"1 - Not at all","1 - Not at all","8","9",8,12,8,8,8,5,5,14,13,4,4,12,0,4,14,13,15,9,8,"West Germany","West Germany","City","City","Not married",9,
43,40,"Part-time activity","Part-time activity","Female","Male","Different sex",20.58333,"11-20","Cohabiting","2","6","8",23,20,"1-5x","1-5x","1-5x","11-20x","6-10x","11-20x","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","2-5y. younger partner",20,23,"2","1 - Not at all","8","8",11,12,13,11,8,6,3,13,14,4,4,9,0,0,11,8,15,9,4,"West Germany","West Germany","City","City","Married",8,"6-13"
28,26,"Home","Full time activity","Female","Male","Different sex",5.666667,"3-5","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",25,,"6-10x","6-10x","1-5x","21-50x","21-50x","> 50x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",24,26,"1 - Not at all","1 - Not at all","10 - Completely satisfied","9",8,13,12,7,7,4,5,12,15,4,4,,1,0,12,7,14,8,9,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",17,"0-1"
51,54,"Full time activity","Part-time activity","Male","Female","Different sex",18.25,"11-20","Cohabiting","1","7","4",22,19,"1-5x","1-5x","0x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","2-5y. older partner",23,21,"1 - Not at all","3","7","4",8,12,8,10,8,4,8,12,10,4,4,19,0,2,7,10,10,10,12,"West Germany","West Germany","Town or suburb","Town or suburb","Married",12,"14-17"
21,21,"Full time activity","Full time activity","Female","Male","Different sex",3.916667,"3-5","Separate households","0","10 - Completely satisfied","9",26,22,"6-10x","11-20x","6-10x","21-50x","11-20x","11-20x","6 to 10 times","11 to 20 times","6 to 10 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","Same age",28,28,"1 - Not at all","1 - Not at all","10 - Completely satisfied","9",13,14,14,8,10,5,4,14,11,5,5,14,3,1,10,11,11,13,6,"West Germany","East Germany","Town or suburb","City","Not married",15,
35,28,"Full time activity","Full time activity","Male","Female","Different sex",3.583333,"3-5","Cohabiting","0","9","10 - Completely satisfied",26,24,"> 50x","21-50x","6-10x","> 50x","21-50x","11-20x","More than 50 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","11 to 20 times","6-10y. younger partner",27,22,"1 - Not at all","2","9","7",12,11,10,13,6,4,7,10,9,5,4,24,0,0,9,11,12,9,8,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",12,
41,34,"Full time activity","Home","Male","Female","Different sex",14.75,"11-20","Cohabiting","3+","9","9",21,20,"21-50x","6-10x","6-10x","0x","1-5x","1-5x","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","Not at all","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6-10y. younger partner",23,23,"1 - Not at all","2","8","8",10,10,12,9,7,5,6,15,8,4,3,27,1,5,7,14,11,6,12,"West Germany","West Germany","Rural area","Rural area","Married",19,"2-5"
43,29,"Full time activity","Home","Male","Female","Different sex",6.583333,"6-10","Cohabiting","3+","8","8",23,24,"11-20x","6-10x","11-20x","6-10x","6-10x","1-5x","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","> 10y. younger partner",25,26,"1 - Not at all","2","7","8",9,10,9,13,10,4,3,12,14,3,5,16,0,0,8,11,13,7,6,"East Germany","East Germany","City","City","Not married",12,"0-1"
31,40,"Full time activity","Full time activity","Male","Male","Same sex",8.666667,"6-10","Cohabiting","0","8","9",21,19,"21-50x","6-10x","11-20x","1-5x","0x","1-5x","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6-10y. older partner",27,22,"3","2","8","9",7,13,11,8,7,3,3,11,14,4,4,18,4,5,9,9,13,10,8,"West Germany","West Germany","City","City","Married",22,
31,28,"Full time activity","Part-time activity","Male","Female","Different sex",5,"3-5","Cohabiting","1","8","7",21,13,"> 50x","21-50x","> 50x","11-20x","6-10x","6-10x","More than 50 times","21 to 50 times","More than 50 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","21 to 50 times","21 to 50 times","2-5y. younger partner",20,21,"2","4","8","7",9,12,13,9,6,4,7,11,9,3,3,24,7,3,9,8,11,9,11,"West Germany","West Germany","Town or suburb","Town or suburb","Married",11,"2-5"
33,35,"Full time activity","Part-time activity","Male","Female","Different sex",12.41667,"11-20","Cohabiting","1","9","8",22,21,"0x","1-5x","0x","0x","1-5x","0x","Not at all","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","Not at all","Not at all","1 to 5 times","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","2-5y. older partner",25,24,"1 - Not at all","2","7","8",10,8,13,12,6,4,4,14,12,3,3,11,10,7,7,10,9,13,11,"West Germany","West Germany","City","City","Married",19,"0-1"
41,33,"Full time activity","Full time activity","Male","Female","Different sex",9.083333,"6-10","Cohabiting","0","9","7",25,20,"21-50x","11-20x","21-50x","21-50x","6-10x","11-20x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","6-10y. younger partner",24,22,"1 - Not at all","2","8","8",9,12,13,11,6,4,3,9,11,3,3,13,0,0,12,12,11,8,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",15,
29,34,"Home","Full time activity","Female","Male","Different sex",7.333333,"6-10","Cohabiting","1","9","10 - Completely satisfied",24,28,"21-50x","21-50x","21-50x","> 50x","1-5x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","1 to 5 times","6 to 10 times","More than 50 times","1 to 5 times","6 to 10 times","2-5y. older partner",21,30,"1 - Not at all","2","9","9",5,12,11,6,7,4,5,11,10,4,4,12,0,0,11,9,12,8,9,"West Germany","West Germany","Rural area","Rural area","Married",17,"0-1"
37,34,"Full time activity","Full time activity","Male","Female","Different sex",10.08333,"6-10","Cohabiting","0","5","7",18,,"11-20x","11-20x","11-20x","21-50x","11-20x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",22,,"3","3","7","6",10,12,8,11,7,6,7,12,7,4,3,14,2,2,7,11,9,10,12,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",8,
